"","...1","GEOID","presAQRespHaz","presAQCanRisk","PerLeadPaint","presOzone","presDiesel","presPM25","presRMPProx","presProxTSDFx","presNPLprox","presPWDIS","popDens","perHGLPD","perCrudePipe","perNatGasPipe","perPetroPD","presBWS","presBWD","presIAV","presSEV","presGTD","presRFR","presCFR","presDRR","presCEP"
"27",27,"05053",0.547507741218121,38.2852499505961,0.112526043606622,39.4525970706922,0.148432512420004,9.11808675119526,0.053030464640233,0.16694813034035,0.014909372473357,0.007316294086295,11.0868895950676,26.7538489941148,0,75.2727614747891,25.0268284901858,1.33242125019101,0.630438341338322,1.63971585443926,1.52708789324118,1.60297399999932,0.162834578836324,0,2.05370941057841,2.93483099798322
"28",28,"05055",0.418627246598274,31.0425308807966,0.149338073668863,43.7045461399628,0.198076238801209,9.07385749984508,0.158860553399594,0.426009664570312,0.013403786391974,0.001284845723821,29.7784395285166,8.16788838457265,0,62.9936447292603,6.85169843611506,4.38889854405882,3.22657410546988,1.85521994468405,1.90298179063851,1.60297399999913,0.767240452286896,0,2.14150995462192,2.93483099798322
"29",29,"05057",0.53338877965363,38.1712686444364,0.198150086268778,39.5284957892882,0.168649537103922,9.31109633087786,0.180337412433846,0.210744896103333,0.022112420516972,0.003888453130283,11.5729658539854,0,0,78.3539833351099,0,0.653889528510478,0.414821529388337,1.94817419790542,1.21493683732651,1.60297400000057,0.520801931311582,0,2.07625912932276,2.93483099798322
"30",30,"05059",0.59776129748265,39.2765825113633,0.159325196727223,39.2551103081601,0.186572758887883,9.20420280565671,0.190602216811924,0.25069943869736,0.015711216681378,0.001860345577347,21.0371644963645,0,0.433808679951807,86.3031111592642,0,0.42907433213636,0.355410148424277,1.76059251845055,1.3555731894719,1.6029740000005,0.328830380435538,0,2.0535071836697,2.93483099798322
"31",31,"05061",0.514297038083007,37.0048721406737,0.142869978729691,40.2040732750294,0.121956265549068,9.05558966667034,0.126326389016214,0.118125063010768,0.020206398053947,0.000281821626211,8.7609637059486,0,7.78005422903657,79.4580434850768,0,0.295502951372964,0.310329341490319,1.750230980431,1.06495107319826,0,1.02954845940508,0,2.2438313475259,2.93483099798322
"32",32,"05063",0.488442027337276,33.9096667822382,0.109063501952163,42.775681117659,0.143853632776113,8.92120488946609,0.214651609454899,0.18235896406934,0.009289379881234,8.0971003035e-05,18.9555302278121,0.126862793304499,14.4682157890932,44.4516055646586,0.0691514076493125,0.992841765035978,0.649848525914937,2.390318119351,1.60343696010411,1.60297399999983,1.50538309576317,0,2.12375902472453,2.93483099798322
"33",33,"05065",0.495540108893665,32.8858977010425,0.143537122110276,41.376886032589,0.113931850238133,8.74720133693024,0.029087520222863,0.182067180830757,0.008368197494,9.1650854896e-05,9.09396855723922,0,0,28.680293327232,0,1.16420036773549,0.718591828969278,2.46667369946805,1.6447224730779,0,1.51596763738909,0,2.15799228836939,2.93483099798322
"34",34,"05067",0.456313023430398,32.3045633770217,0.163915532770308,42.9757437882072,0.182861996219359,8.8555256159152,0.038446474297107,0.133557052754833,0.009079628694002,0.012331147614687,10.4601735507312,59.2849428013424,0,82.6662096863736,50.0871542672676,2.71484380982787,2.13168739331071,2.23347397817341,1.7075259633189,1.60297400000039,0.733830714798041,0,2.05788961449542,2.93483099798322
"35",35,"05069",0.513239759108001,35.7581281084693,0.125692935908092,39.6089237844766,0.187391505823753,8.921092477702,0.094059265476003,0.222653329604757,0.014993289437473,1.90787442825758,30.1412575484114,0.00035420702786379,0,73.109359098721,0,0.802740335710796,0.660716095761508,1.55445115037871,0.90010133160833,1.60297399999884,1.09992060661941,0,2.05272493129481,2.93483099798322
"36",36,"05071",0.503210018212745,34.1334146361161,0.183720873125514,40.9901817161279,0.160773298125104,8.44685436353951,0.1546549304546,0.227243425145065,0.016404650705837,5.3129168381e-05,15.9479168832422,0,56.4687929534701,86.7422711239526,0,0,0.044298204370819,1.61554261770869,0.546937874646686,0,1.35781208441921,0,2.05762814903447,2.93483099798322
"37",37,"05073",0.530661177579965,38.4823670944667,0.179540134131245,38.6428937323181,0.141827297621213,9.23386455370165,0.097551435691872,0.105948004038274,0.020695303779206,0.001554175099933,5.04274945348086,0,0,61.1938544370757,0,2.03427490917217,0.88039084291194,2.44229580423086,1.53913615210267,1.60297400000083,0.702397066078339,0,2.06052688183546,2.93483099798322
"38",38,"05075",0.471315605794325,32.5554994255345,0.199905835695436,42.9859846542634,0.186125168178154,9.05419605818564,0.049364271663907,0.12571122949323,0.008486312574906,0.010030731019482,10.911347706288,3.96208759232979,17.1624045081244,66.6663254639436,1.64456909133506,3.33231398814068,2.24250952747991,2.36446123604341,1.95911294415317,1.60297399999993,1.09823298015646,0,2.25268895609449,2.93483099798322
"39",39,"05077",0.408840361472115,29.9726021427169,0.178016605571381,40.6854501709553,0.173478407677619,8.45250608797813,0.042657694994332,0.041061511192644,0.030662849331904,0.385052456414088,5.94246696846104,0,0,63.0485399520386,0,1.73179980025214,1.45236780901284,1.46633912884482,1.07562640441947,1.60297399999802,0.846912976824621,0,2.10936804150351,2.93483099798322
"40",40,"05079",0.480319134340147,34.2414265133934,0.130399755922855,37.8554343689861,0.140242286431217,8.62697176252441,0.030778247108622,0.100446436479724,0.010143323853463,0.000845232962496,9.45715112875304,0,0,28.6803567758168,0,1.47831315171534,0.968989747265583,1.68076876204612,1.47976848105511,1.60297399999988,1.63248089909522,0,2.02902183066797,2.93483099798322
"41",41,"05081",0.525108278538291,37.9586807525662,0.119620541737754,40.3707467967111,0.166568327523153,9.3183371725869,0.174927050383935,0.122163495281123,0.032970787293531,0.004510309209231,9.16877987551571,0,14.3902726845629,59.1568650599066,0,0.158220508585424,0.263501603635052,1.75881085232789,0.858327545079972,1.60297399999994,0.685650374802122,0,2.34700885975055,2.93483099798322
"42",42,"05083",0.512027113032969,35.2681462573177,0.22368351102459,40.757225022034,0.131579513265266,8.88089343071965,0.102283161124986,0.098292278724707,0.02131833429948,0.000135647527986,11.9188166134702,0,21.3233090155884,77.1034237302039,0,0,0.12322676344178,1.66628191494129,0.735610555886038,0,0.789338250083935,0,2.05150239145807,2.93483099798322
"43",43,"05085",0.490185620230179,34.6025219999455,0.115874825479683,41.9405212985275,0.220754585871462,9.07693419555838,0.056882512523397,0.16125310299207,0.041014492552258,19.0037359047462,35.387264931106,49.7093209907427,0,66.2904367687085,47.4281375566551,2.39951949308151,1.85483369643661,1.51260270106282,1.37264721441752,1.6029739999996,0.468899893125488,0,2.04074822531592,2.93483099798322
"44",44,"05087",0.382638335707132,28.0823349317221,0.155546606354398,41.8177444423588,0.10033541644116,8.02228764494524,0.106889409286904,0.09846841435756,0.014738177470298,6.6623469e-08,7.45936493218772,0,0,52.1019831516154,0,0,0.00227679269578,3.2484383885615,0.786365551053358,0,0.621260560020485,0,2.25016548690599,2.93483099798322
"45",45,"05089",0.45852596106297,31.3176928724693,0.124584062310312,41.0270154543256,0.105551818762197,8.33218409138914,0.041623747106207,0.182144582790547,0.020874999402805,0.00088334851575,11.2366980709654,0,0,29.3035066820204,0,0,0,3.33691150300137,0.799338156281761,0,0.581352925698445,0,2.26059749256819,2.93483099798322
"46",46,"05091",0.52369393273737,38.8306466656742,0.064343603169177,39.4315644274638,0.17873756276708,9.31483577553117,0.139542852750184,0.172341114976624,0.061143595352972,0.005617755458027,26.6540017653739,0,0,59.5364845110519,0,0.517786002286273,0.390283824198648,1.75378856041856,0.834257318631087,1.60297400000072,0.583453388011224,0,2.12164896856978,2.91644211763188
"47",47,"05093",0.406588471142751,30.1190807649664,0.172803497718177,43.9688044310702,0.236628330370153,8.5837577424665,0.143666725901655,0.281465657534614,0.016055720066231,0.004246146546749,18.2780943729388,0,0,10.2470742483819,0,3.51830968569918,2.49715273243257,1.41997937503344,1.81158247572836,1.60297399999875,1.15502181448048,0,2.2396221091012,2.93483099798322
"48",48,"05095",0.431343241609273,31.4234756951944,0.179388197042978,40.4964198046363,0.191296485905964,8.4289917280054,0.028909097655813,0.029266110322452,0.01880304363247,0.000381550935689,4.61369308643452,0,0,32.1478142945131,0,1.17722570194883,1.23483726924974,1.69196960601727,0.744438649858684,1.60297400000075,0.546105607271701,0,1.99296067756146,2.93483099798322
"49",49,"05097",0.473595293917222,33.8183461589769,0.237527213602072,39.8377267263929,0.1032417649359,8.6286223615293,0.028158637195447,0.02540127094915,0.020384593876208,6.8629977327e-05,4.50065574951122,0,5.97409530078647,2.37291954627139,0,0.222632176447267,0.292314893547966,1.786256572524,1.31013199018824,0,0.371398482730374,0,2.05349395345939,2.93483099798322
"50",50,"05099",0.55758751421859,38.9761623001429,0.319102387417022,38.4255955405504,0.153863653724629,9.23294897822387,0.042523029971167,0.107949601211501,0.059619457776293,0.000225287632322,5.3011387353317,0,0,81.211957505742,0,0.996734045086048,0.562735721220279,2.05777317063634,1.50257639158814,1.60297400000022,0.357391247431634,0,2.05517431832723,2.93483099798322
"51",51,"05101",0.446593370162961,29.6696703200453,0.263439448631737,40.8278891529242,0.088151760132198,7.93763426267636,0.034315122812387,0.034938576252955,0.017992318961046,3.92439803e-07,3.70004157740672,0,0,0.0248769410054881,0,0,0.00815846107523,3.01988463371199,0.752853250125216,0,0.7243544742468,0,2.2232163500995,2.93483099798322
"52",52,"05103",0.568384467917821,39.1293631815031,0.229532651713373,37.5384266004619,0.135470609285756,9.29832153413749,0.24866502013385,0.241099986409903,0.054313517453015,0.001158875257297,12.6715988674345,0.76745068857508,0.54866351436142,74.4279903044099,0.688080031647693,0.223208316628462,0.292705717365634,1.78623150404026,1.31090314308134,1.60297399999931,0.371186903284979,0,2.05350489853198,2.93483099798322
"53",53,"05105",0.521182758993438,35.8650574963453,0.134078219694336,40.3085653601892,0.133996512660263,8.97356218818829,0.04861852787751,0.058176195131473,0.042640290843056,0.000183005043021,7.41172081099706,0,2.26089711237134,4.93317226977642,0,0.006749768479224,0.143255487161637,1.73101818251489,0.8804347716111,0,0.459017887719465,0,2.05464594480277,2.93483099798322
"54",54,"05107",0.407514238843105,30.2025106809831,0.240602841640256,39.1634551655204,0.163099372338153,8.33122378957248,0.101758418847944,0.126070494243052,0.064643467650762,0.004751601470784,10.2721110753596,0,0,72.7706070340385,0,0.250492239357745,0.500512099252085,1.45065320271064,0.557172797361464,1.60297399999958,0.836004526434737,0,1.99308186971858,2.93220630709947
"55",55,"05109",0.510615608788054,36.3669429578601,0.176830103900177,39.6438197230153,0.124213421376215,8.97117869166637,0.034305401821143,0.034466014142043,0.017304425455414,4.4189938057e-05,6.87059908767154,0,31.9064689932374,36.2162574891235,0,0.223250105997656,0.292715949449007,1.78621074946089,1.31076153002895,0,0.371566519443293,0,2.0536146731862,2.93483099798322
"56",56,"05111",0.414317570955433,30.2361671785827,0.228878041209742,43.1214816145687,0.198591715135782,8.76403628966318,0.038931218371551,0.080888924247032,0.012854153249822,0.000943577292889,12.2224577559159,0,0,63.9143576718037,0,4.33531848524861,3.11396294005783,1.57644285987432,1.97200945551322,1.60297399999877,1.15173861426614,0,2.2158367799013,2.93483099798223
"57",57,"05113",0.432384596347725,32.1844889811691,0.123320553411241,40.8496635740135,0.111855235931589,8.63575303056876,0.26660205888035,0.371757396345709,0.104479851968572,3.8236630189e-05,9.10856919779947,0,0,8.27807367947251,0,0.264258705763243,0.295530970323229,1.78066876525056,1.11824058695526,0,0.832432309316073,0,2.19372909279592,2.93483099798322
"58",58,"05115",0.501105734296193,34.8257398784836,0.144041828572631,40.7473105419942,0.167410511826341,8.74725599765565,0.298789330580014,0.170222313515547,0.023593189665687,0.000582425530134,32.1135419985614,0,5.80692160336196,94.5323142314225,0,0,0.03791598531174,1.6326209210784,0.553198076416183,0,1.14459792842714,0,2.06427064547679,2.93483099798322
"59",59,"05117",0.454712601587216,32.6276803893364,0.174729997808704,41.5564439996475,0.201691813339955,8.67512345198875,0.044451438877647,0.042411107141446,0.018919298468755,0.681230348304863,4.98374880542772,0.652075568877311,5.48108048828346,3.90692235915482,0.575801528463134,1.31755405334261,1.25078694928285,1.86904586229812,1.29921305924023,1.6029740000001,0.480776682126217,0,2.01057578020736,2.93483099798322
"60",60,"05119",0.548268846257337,38.4877043469626,0.116507266228027,41.7763330115649,0.334696422580713,9.53037282276216,0.523086737314207,1.3818014896683,0.064382116076717,67.5516267949376,193.623317959921,12.3830485005809,0.607904110666771,28.407034796907,12.3401530845611,0.887997902217763,0.811153835378499,1.46729260552275,0.711567831991349,1.60297400000034,0.886557497559858,0,2.0568833438737,2.93483099798322
"61",61,"05121",0.466261263588771,32.1697075612851,0.187718505594659,42.786983377961,0.151365506310848,8.94678513189312,0.070799258968105,0.107535537724865,0.010319449177247,0.010508857283375,10.4783405223274,0,44.1590720824416,11.3848229219398,0,3.53831004907962,2.19435749446526,2.44060598990132,2.09760431289867,1.60297400000069,1.3587150903544,0,2.3689335664271,2.93483099798322
"62",62,"05123",0.443936156763865,31.5198108007062,0.136760103234718,41.5680826942387,0.249749354006027,8.51363585817429,0.121529064846513,0.138757239365877,0.018325728126165,1.10233313244677,15.9278496292845,13.1959434415881,6.70103713517953,69.4985534976835,12.4259205329445,3.4786561405066,2.5558593827379,1.46566409818555,1.68605093821778,1.60297399999857,1.19025501868059,0,2.19884723223493,2.93483099798307
"63",63,"05125",0.548591211561654,38.181324575824,0.125784884398687,40.529125408703,0.204674796779136,9.24187344782538,0.199093823887822,0.268247148756035,0.019865612181508,0.018513061663648,62.9973186470665,1.93002848705657,3.182951786457,59.0618813434097,1.9120593217531,1.13604004128133,0.567860552769531,1.63185124380468,1.38444219538818,1.6029740000006,0.279748537026795,0,2.0543208449071,2.93483099798322
"64",64,"05127",0.461166757978272,32.5101462631644,0.197332124595117,40.629598499748,0.096262047854691,8.63729908065064,0.119351970095782,0.096138268465601,0.026673656191681,0.001232817188027,4.53902048579395,0,0.974120691915207,4.98608666004767,0,0.000776275246429,0.111608717035903,2.08242044249059,0.859757742854291,0,0.359108132924094,0,2.17414468029955,2.9348309979825
"65",65,"05129",0.460832525212224,30.3905232898307,0.196680834621455,40.6873192996693,0.100566156351542,8.29230187282363,0.028228601461179,0.116578124627757,0.013635347613299,3.9978291036e-05,4.59918626296061,0,0,0,0,0,0.00058773669272,2.98055937439413,0.853563093912949,0,0.797516807441215,0,2.21354730112365,2.93483099798322
"66",66,"05131",0.509625442372545,34.9964279660732,0.14997449606829,41.3655100066474,0.163227674288851,9.17125656738917,0.273649777084461,0.598357118102883,0.014593170156374,0.018870876507871,93.863594324692,0,3.70831685232903,40.375571796058,19.8942062204038,0,0.041322177264319,2.03914976654108,0.602633054200528,0,0.889129531261094,0,2.19632453327982,2.93483099798322
"67",67,"05133",0.509841109898376,37.4661473485157,0.12916641222952,40.3210600383376,0.139247082218912,9.19118969034073,0.139874437930831,0.128168855771308,0.018147566117614,0.000187275555719,11.5292817980483,0,7.56154602190444,1.11966997071781,0,0.306363803885821,0.313066251461473,1.7449325519177,1.02911132358064,0,1.12657438959048,0,2.27194238715924,2.93483099798322
"68",68,"05135",0.506431222940462,33.4415180045087,0.086478207835574,42.1700694787204,0.138655869831828,8.83867104591282,0.030444750025843,0.085982474108913,0.00734394052697,0.004993093104794,11.0474189229102,0,0.342349323222079,12.1894875966979,0,3.42942045106932,2.11403483753244,2.4486097855562,2.0815589272496,0,1.38412187391841,0,2.36388882188065,2.93483099798322
"69",69,"05137",0.456989793123101,31.4172675570936,0.090971629591656,41.3485269607702,0.110122570590283,8.57027144866163,0.03613799444921,0.036587942561063,0.009674460900387,6.270906746e-06,7.92447410345462,0,0,20.7794275825231,0,0,0.000893023346225,2.16657316793244,1.30095089050928,0,1.60522875709181,0,2.0428723934312,2.93483099798322
"70",70,"05139",0.608806992879519,44.1171628439409,0.160604340085659,37.0245424870577,0.118030077884179,9.21516442068066,0.276056734825791,0.291469553947467,0.089411887902076,0.183280749486062,14.6516637291611,65.6189094256479,63.1591319743307,85.3715984748065,64.4849632431043,1.08057738610085,0.798291739193986,1.74056476125551,1.49886407310014,1.60297399999946,1.57506251498707,0,2.03918113586736,2.93483099798038
"71",71,"05141",0.509790756607599,33.893409995958,0.116167116771471,41.2920043947925,0.118487204170489,8.63499734812431,0.13924805102422,0.034366433260483,0.012616563269048,8.71712444e-07,9.3509827122589,0,4.6945691727834,28.2196554938201,0,0,0.004741083338929,1.63405843513826,0.938449450877135,0,1.26722481134252,0,2.04803761976552,2.93483099798322
"72",72,"05143",0.402623295861143,30.2840143286471,0.144137916912301,42.4800351727578,0.164610417984513,8.68442634947724,0.244001260605641,0.415505823789941,0.011056877639724,0.001674698861827,94.0176048880884,0,0,90.720093089523,0,0,0.026585002031945,2.34213353092706,0.678671654226387,0,0.562545474082516,0,2.29025791560176,2.93483099798322
"73",73,"05145",0.493893528205248,34.9191338375787,0.126845385818321,42.6643081528253,0.187572189581666,8.92809253011815,0.182078525907639,0.268294082545216,0.019464240758763,0.000409172846279,29.2947127942606,34.2653676553314,19.7998151135282,89.2717226286731,38.6948664549484,0.579148321742982,0.588227018643021,1.90685825099639,1.34592717158919,1.60297399999995,0.971361221944068,0,2.02729327147635,2.93483099798301
"74",74,"05147",0.437849727221079,31.8400309675098,0.143212860937564,41.8564603037748,0.189845267008712,8.59985820866243,0.15004138982101,0.172883753676265,0.011705804958317,0.00070959125745,4.37999311118688,21.0522121933372,9.86734890550183,54.6195404809134,16.4706032375379,3.50897388934901,2.75039614353408,2.16596025877131,1.66486329314691,1.60297400000011,0.377691682754199,0,2.02336558354193,2.93483099798322
"75",75,"05149",0.515938426254474,35.6771508872348,0.103113227922069,39.9753186056837,0.119110757507376,8.80515454953768,0.498348023854409,0.067741310997302,0.146776435851204,9.2376543116e-05,9.88577301447188,0,0,49.5558366349488,0,0.016464017226544,0.185502066741839,1.7500898287298,0.981983220629468,0,0.324239123290979,0,2.0474955993694,2.93483099798322
